@relation 'adult-weka.filters.unsupervised.attribute.Remove-V-R5-6,8,11-13,15'

@attribute education-num numeric
@attribute marital-status {Married-civ-spouse,Divorced,Never-married,Separated,Widowed,Married-spouse-absent,Married-AF-spouse}
@attribute relationship {Wife,Own-child,Husband,Not-in-family,Other-relative,Unmarried}
@attribute capital-gain numeric
@attribute capital-loss numeric
@attribute hours-per-week numeric
@attribute class {>50K,<=50K}

@data
10,Married-civ-spouse,Husband,0,0,40,<=50K
10,Never-married,Not-in-family,0,0,20,<=50K
9,Never-married,Not-in-family,0,0,36,<=50K
9,Divorced,Not-in-family,0,0,40,<=50K
9,Married-civ-spouse,Husband,5013,0,40,<=50K
9,Married-civ-spouse,Husband,0,0,40,>50K
9,Never-married,Own-child,0,0,20,<=50K
10,Divorced,Not-in-family,0,0,40,<=50K
8,Never-married,Other-relative,0,0,48,<=50K
9,Separated,Unmarried,0,0,25,<=50K
13,Married-civ-spouse,Husband,0,0,40,>50K
13,Divorced,Not-in-family,0,0,45,<=50K
10,Never-married,Own-child,0,0,40,<=50K
10,Married-civ-spouse,Husband,5178,0,38,>50K
14,Divorced,Unmarried,0,0,65,>50K
13,Never-married,Not-in-family,0,0,70,<=50K
10,Divorced,Unmarried,0,0,8,<=50K
10,Never-married,Other-relative,0,0,40,<=50K
10,Married-civ-spouse,Husband,0,0,45,<=50K
13,Never-married,Not-in-family,0,0,60,>50K
13,Married-spouse-absent,Not-in-family,0,0,40,<=50K
9,Married-civ-spouse,Husband,0,0,45,>50K
9,Never-married,Unmarried,0,0,34,<=50K
6,Married-civ-spouse,Husband,0,0,40,<=50K
9,Married-civ-spouse,Husband,0,0,40,>50K
13,Never-married,Not-in-family,0,0,65,<=50K
9,Married-civ-spouse,Husband,0,0,35,<=50K
10,Married-civ-spouse,Husband,0,0,50,<=50K
9,Never-married,Other-relative,0,0,40,<=50K
14,Married-civ-spouse,Wife,0,0,40,>50K
9,Married-civ-spouse,Husband,0,0,62,<=50K
11,Never-married,Not-in-family,0,0,30,<=50K
10,Never-married,Not-in-family,0,0,40,<=50K
10,Never-married,Own-child,0,0,20,<=50K
15,Married-civ-spouse,Husband,7298,0,35,>50K
13,Married-civ-spouse,Husband,15024,0,45,>50K
9,Divorced,Unmarried,0,0,84,<=50K
9,Never-married,Not-in-family,0,0,40,<=50K
12,Never-married,Other-relative,0,0,15,<=50K
10,Married-civ-spouse,Husband,0,0,70,>50K
10,Never-married,Own-child,0,0,20,<=50K
9,Never-married,Own-child,0,0,40,<=50K
9,Never-married,Own-child,0,0,40,<=50K
9,Never-married,Own-child,0,0,40,<=50K
10,Married-civ-spouse,Husband,0,0,50,<=50K
12,Never-married,Own-child,0,0,27,<=50K
9,Never-married,Not-in-family,0,0,30,<=50K
14,Never-married,Not-in-family,0,0,40,<=50K
13,Never-married,Not-in-family,0,0,40,<=50K
9,Married-civ-spouse,Husband,0,0,26,<=50K
9,Never-married,Other-relative,0,0,30,<=50K
13,Divorced,Not-in-family,0,0,50,<=50K
13,Married-civ-spouse,Husband,0,0,55,>50K
9,Married-civ-spouse,Husband,0,0,40,<=50K
13,Never-married,Not-in-family,0,0,37,<=50K
12,Married-civ-spouse,Wife,0,0,40,<=50K
9,Never-married,Other-relative,0,0,30,<=50K
13,Married-civ-spouse,Husband,15024,0,50,>50K
11,Married-civ-spouse,Husband,0,1902,42,>50K
9,Married-civ-spouse,Husband,0,0,60,<=50K
9,Never-married,Not-in-family,0,0,70,<=50K
9,Never-married,Unmarried,0,0,40,<=50K
14,Never-married,Not-in-family,10520,0,50,>50K
10,Never-married,Not-in-family,0,0,40,<=50K
13,Married-civ-spouse,Husband,15024,0,50,>50K
9,Married-civ-spouse,Husband,0,0,60,<=50K
10,Never-married,Not-in-family,0,0,35,<=50K
13,Never-married,Not-in-family,0,0,60,<=50K
9,Married-civ-spouse,Wife,0,0,40,>50K
9,Divorced,Not-in-family,0,0,70,>50K
9,Married-civ-spouse,Husband,0,0,35,<=50K
13,Married-civ-spouse,Own-child,0,0,40,>50K
7,Never-married,Own-child,0,0,45,<=50K
9,Divorced,Not-in-family,0,0,40,<=50K
13,Married-civ-spouse,Husband,0,1902,42,>50K
9,Never-married,Not-in-family,0,0,40,<=50K
11,Never-married,Own-child,0,1504,40,<=50K
13,Never-married,Not-in-family,0,0,40,<=50K
13,Married-civ-spouse,Husband,0,0,60,>50K
10,Never-married,Own-child,0,0,9,<=50K
9,Married-civ-spouse,Husband,0,0,40,>50K
9,Married-civ-spouse,Husband,0,0,40,<=50K
9,Never-married,Own-child,0,0,40,<=50K
14,Married-civ-spouse,Husband,0,0,50,>50K
6,Never-married,Own-child,0,0,23,<=50K
13,Never-married,Not-in-family,0,0,20,<=50K
9,Widowed,Not-in-family,0,0,25,<=50K
11,Married-civ-spouse,Husband,0,0,40,<=50K
16,Married-civ-spouse,Husband,7298,0,40,>50K
9,Married-civ-spouse,Husband,0,0,10,<=50K
9,Never-married,Not-in-family,3325,0,40,<=50K
9,Never-married,Not-in-family,0,0,40,<=50K
9,Married-civ-spouse,Husband,0,0,40,<=50K
9,Married-civ-spouse,Husband,0,0,37,<=50K
6,Married-civ-spouse,Husband,0,0,16,<=50K
9,Divorced,Not-in-family,0,0,40,>50K
13,Never-married,Not-in-family,0,0,36,<=50K
8,Divorced,Unmarried,0,0,50,<=50K
7,Married-civ-spouse,Wife,0,0,40,<=50K
9,Married-civ-spouse,Husband,0,0,46,<=50K
10,Never-married,Own-child,0,0,40,<=50K
11,Married-civ-spouse,Husband,0,0,40,>50K
9,Married-civ-spouse,Husband,0,0,35,<=50K
9,Married-civ-spouse,Husband,0,0,70,<=50K
13,Never-married,Not-in-family,0,0,40,<=50K
11,Married-civ-spouse,Husband,0,0,40,<=50K
9,Never-married,Not-in-family,14344,0,40,>50K
7,Married-civ-spouse,Husband,0,0,50,<=50K
5,Never-married,Not-in-family,0,0,43,>50K
9,Never-married,Own-child,0,0,30,<=50K
10,Married-civ-spouse,Wife,0,0,45,<=50K
10,Married-civ-spouse,Husband,0,0,40,<=50K
9,Never-married,Not-in-family,0,0,40,<=50K
13,Married-civ-spouse,Husband,0,0,40,<=50K
9,Married-civ-spouse,Husband,7688,0,40,>50K
14,Married-civ-spouse,Husband,0,0,50,<=50K
9,Never-married,Unmarried,0,0,35,<=50K
10,Divorced,Unmarried,0,0,25,<=50K
9,Never-married,Not-in-family,0,0,40,<=50K
10,Never-married,Own-child,0,0,30,<=50K
12,Married-civ-spouse,Husband,0,0,40,>50K
10,Never-married,Own-child,0,0,20,<=50K
7,Married-civ-spouse,Husband,0,0,47,<=50K
10,Separated,Unmarried,0,0,40,<=50K
10,Never-married,Own-child,0,0,32,<=50K
10,Never-married,Own-child,0,0,10,<=50K
13,Never-married,Own-child,0,0,40,<=50K
3,Never-married,Not-in-family,0,0,40,<=50K
13,Never-married,Own-child,0,0,40,<=50K
10,Never-married,Unmarried,0,0,20,<=50K
9,Married-civ-spouse,Wife,0,0,40,<=50K
5,Never-married,Unmarried,0,0,40,<=50K
13,Married-civ-spouse,Husband,0,0,40,>50K
9,Married-civ-spouse,Wife,0,0,40,<=50K
13,Never-married,Own-child,0,0,40,<=50K
9,Married-civ-spouse,Husband,0,1740,48,<=50K
13,Never-married,Not-in-family,0,0,17,<=50K
14,Divorced,Own-child,0,0,55,<=50K
10,Married-civ-spouse,Husband,0,0,40,>50K
9,Married-civ-spouse,Husband,0,0,50,>50K
9,Never-married,Not-in-family,0,0,40,<=50K
12,Never-married,Not-in-family,0,0,40,<=50K
11,Married-civ-spouse,Wife,0,0,40,>50K
7,Never-married,Own-child,0,0,30,<=50K
13,Married-civ-spouse,Husband,7298,0,40,>50K
9,Married-civ-spouse,Husband,0,0,48,<=50K
16,Married-civ-spouse,Husband,0,0,45,<=50K
9,Never-married,Not-in-family,0,0,50,<=50K
10,Married-civ-spouse,Wife,0,0,30,<=50K
9,Married-civ-spouse,Husband,0,0,40,<=50K
9,Separated,Other-relative,0,0,40,<=50K
13,Separated,Not-in-family,0,0,40,<=50K
9,Divorced,Unmarried,0,0,40,<=50K
3,Never-married,Unmarried,0,0,40,<=50K
9,Married-civ-spouse,Wife,0,0,40,<=50K
9,Married-civ-spouse,Husband,0,0,60,>50K
13,Never-married,Other-relative,0,0,40,<=50K
11,Never-married,Not-in-family,0,0,40,<=50K
10,Divorced,Unmarried,0,0,40,<=50K
10,Married-civ-spouse,Husband,0,0,40,>50K
9,Never-married,Own-child,0,0,20,<=50K
11,Divorced,Unmarried,0,0,40,<=50K
9,Married-civ-spouse,Husband,5178,0,40,>50K
10,Divorced,Not-in-family,0,0,50,<=50K
6,Never-married,Not-in-family,0,0,40,<=50K
9,Never-married,Unmarried,0,0,40,<=50K
5,Married-civ-spouse,Husband,0,0,40,<=50K
13,Never-married,Not-in-family,0,0,43,<=50K
9,Divorced,Unmarried,0,0,20,<=50K
9,Never-married,Unmarried,0,0,35,<=50K
3,Never-married,Not-in-family,0,0,65,<=50K
10,Divorced,Not-in-family,0,0,60,<=50K
9,Never-married,Unmarried,0,0,30,<=50K
10,Widowed,Not-in-family,0,0,40,<=50K
9,Married-civ-spouse,Husband,0,0,45,<=50K
10,Never-married,Not-in-family,0,0,24,<=50K
9,Married-civ-spouse,Husband,0,0,40,<=50K
9,Never-married,Not-in-family,0,0,80,<=50K
9,Never-married,Unmarried,0,0,30,<=50K
9,Married-civ-spouse,Husband,0,0,84,>50K
7,Married-civ-spouse,Husband,0,0,40,<=50K
13,Married-civ-spouse,Wife,0,0,40,>50K
6,Never-married,Own-child,0,0,40,<=50K
7,Married-spouse-absent,Not-in-family,0,0,40,<=50K
9,Married-civ-spouse,Husband,0,0,40,<=50K
9,Married-civ-spouse,Husband,0,0,40,<=50K
10,Separated,Not-in-family,14084,0,60,>50K
14,Never-married,Not-in-family,6849,0,40,<=50K
5,Never-married,Own-child,0,0,40,<=50K
14,Never-married,Own-child,0,0,40,<=50K
11,Never-married,Not-in-family,0,0,60,<=50K
13,Married-civ-spouse,Husband,0,0,40,>50K
9,Never-married,Other-relative,0,0,35,<=50K
9,Never-married,Own-child,0,0,40,<=50K
9,Married-civ-spouse,Husband,0,0,40,>50K
12,Married-civ-spouse,Husband,0,0,50,<=50K
7,Widowed,Other-relative,0,0,20,<=50K
13,Married-civ-spouse,Husband,0,0,45,>50K
9,Never-married,Unmarried,0,0,32,<=50K
4,Married-civ-spouse,Husband,0,1651,40,<=50K
6,Married-civ-spouse,Husband,0,0,40,<=50K
10,Married-civ-spouse,Husband,0,1485,40,>50K
9,Never-married,Unmarried,0,0,25,<=50K
10,Never-married,Own-child,0,0,12,<=50K
9,Married-civ-spouse,Husband,0,0,40,<=50K
10,Married-civ-spouse,Husband,0,1740,40,<=50K
9,Married-civ-spouse,Husband,0,0,70,<=50K
10,Married-civ-spouse,Husband,15024,0,40,>50K
9,Widowed,Not-in-family,0,0,15,<=50K
9,Married-spouse-absent,Not-in-family,0,0,35,<=50K
10,Married-civ-spouse,Husband,0,0,40,<=50K
9,Divorced,Unmarried,2174,0,40,<=50K
5,Never-married,Own-child,0,0,16,<=50K
3,Married-civ-spouse,Other-relative,0,0,40,<=50K
14,Married-civ-spouse,Husband,0,0,40,>50K
9,Never-married,Other-relative,0,0,4,<=50K
9,Separated,Not-in-family,0,0,38,<=50K
6,Married-civ-spouse,Husband,0,0,41,<=50K
10,Married-civ-spouse,Husband,0,0,58,>50K
13,Never-married,Not-in-family,0,0,30,<=50K
14,Never-married,Not-in-family,0,0,50,<=50K
7,Divorced,Unmarried,0,0,30,<=50K
13,Divorced,Not-in-family,0,0,55,>50K
7,Married-civ-spouse,Own-child,0,2129,55,<=50K
5,Never-married,Not-in-family,0,0,45,<=50K
10,Never-married,Not-in-family,0,0,20,<=50K
16,Never-married,Unmarried,0,0,60,>50K
13,Married-civ-spouse,Husband,0,0,60,<=50K
9,Married-civ-spouse,Husband,7298,0,45,>50K
9,Never-married,Not-in-family,0,0,10,<=50K
11,Married-civ-spouse,Husband,0,0,40,>50K
12,Married-civ-spouse,Husband,0,0,24,<=50K
15,Married-spouse-absent,Unmarried,0,0,50,<=50K
9,Married-civ-spouse,Husband,0,0,40,<=50K
10,Divorced,Not-in-family,0,0,45,<=50K
9,Widowed,Not-in-family,0,0,35,<=50K
13,Divorced,Unmarried,0,0,56,<=50K
9,Divorced,Not-in-family,0,0,40,<=50K
13,Married-civ-spouse,Husband,0,0,50,>50K
13,Married-civ-spouse,Husband,0,0,24,<=50K
13,Never-married,Not-in-family,0,0,20,<=50K
15,Married-civ-spouse,Husband,0,2415,80,>50K
4,Widowed,Not-in-family,0,0,15,<=50K
10,Divorced,Other-relative,0,0,60,<=50K
13,Never-married,Not-in-family,0,0,20,<=50K
9,Married-civ-spouse,Husband,0,0,40,<=50K
13,Never-married,Own-child,0,0,44,<=50K
14,Married-civ-spouse,Husband,99999,0,55,>50K
6,Widowed,Not-in-family,0,0,11,<=50K
9,Married-civ-spouse,Husband,0,0,40,<=50K
3,Married-civ-spouse,Husband,0,0,50,<=50K
15,Never-married,Not-in-family,27828,0,40,>50K
14,Married-civ-spouse,Husband,0,0,40,>50K
10,Never-married,Own-child,0,0,16,<=50K
13,Married-civ-spouse,Husband,0,0,40,>50K
10,Married-civ-spouse,Wife,0,0,35,<=50K
14,Married-civ-spouse,Husband,0,0,30,<=50K
13,Married-civ-spouse,Husband,0,0,50,<=50K
9,Never-married,Own-child,0,0,40,<=50K
10,Married-civ-spouse,Wife,0,0,6,<=50K
7,Never-married,Own-child,0,0,20,<=50K
13,Never-married,Own-child,0,0,99,<=50K
9,Married-civ-spouse,Husband,7688,0,40,>50K
9,Never-married,Own-child,0,0,40,<=50K
10,Married-civ-spouse,Husband,7298,0,50,>50K
13,Married-civ-spouse,Husband,0,0,45,>50K
9,Divorced,Unmarried,0,0,40,<=50K
9,Married-civ-spouse,Husband,0,0,64,>50K
9,Married-civ-spouse,Wife,0,0,60,<=50K
13,Never-married,Not-in-family,0,0,50,>50K
9,Divorced,Not-in-family,0,0,40,<=50K
13,Married-spouse-absent,Not-in-family,0,0,45,<=50K
10,Widowed,Not-in-family,0,0,20,<=50K
7,Married-civ-spouse,Husband,0,0,40,<=50K
10,Married-civ-spouse,Husband,5013,0,52,<=50K
10,Never-married,Own-child,0,0,25,<=50K
9,Never-married,Unmarried,0,0,40,<=50K
10,Married-civ-spouse,Husband,0,0,40,>50K
13,Never-married,Own-child,0,0,50,<=50K
9,Married-civ-spouse,Husband,0,0,40,<=50K
7,Married-civ-spouse,Wife,0,0,6,<=50K
9,Never-married,Not-in-family,0,0,50,<=50K
13,Never-married,Own-child,0,0,25,<=50K
13,Widowed,Not-in-family,0,0,40,<=50K
9,Never-married,Own-child,0,0,25,<=50K
13,Married-civ-spouse,Husband,0,1848,54,>50K
4,Married-civ-spouse,Husband,0,0,45,<=50K
9,Divorced,Not-in-family,0,0,40,<=50K
12,Married-civ-spouse,Wife,0,0,40,<=50K
10,Never-married,Not-in-family,0,0,20,<=50K
10,Married-civ-spouse,Husband,0,0,40,<=50K
9,Married-civ-spouse,Husband,0,0,40,<=50K
13,Never-married,Own-child,10520,0,40,>50K
9,Married-spouse-absent,Own-child,0,0,40,<=50K
10,Married-civ-spouse,Husband,7298,0,40,>50K
12,Married-civ-spouse,Husband,0,0,60,<=50K
10,Married-civ-spouse,Husband,0,0,35,>50K
10,Married-civ-spouse,Husband,0,0,40,>50K
13,Never-married,Not-in-family,0,0,35,<=50K
11,Never-married,Own-child,0,0,36,<=50K
11,Never-married,Own-child,0,0,35,<=50K
9,Married-civ-spouse,Wife,3464,0,40,<=50K
10,Divorced,Unmarried,0,0,40,<=50K
14,Never-married,Not-in-family,0,0,40,<=50K
9,Separated,Own-child,0,0,40,<=50K
13,Never-married,Not-in-family,0,0,45,<=50K
12,Married-civ-spouse,Husband,0,0,20,<=50K
13,Never-married,Not-in-family,0,0,40,<=50K
12,Never-married,Not-in-family,0,0,40,>50K
9,Married-civ-spouse,Own-child,0,0,50,<=50K
4,Married-civ-spouse,Husband,0,0,91,<=50K
9,Divorced,Not-in-family,0,0,40,<=50K
10,Married-civ-spouse,Wife,0,0,70,>50K
13,Married-civ-spouse,Wife,0,0,2,<=50K
9,Never-married,Unmarried,0,0,40,<=50K
11,Never-married,Unmarried,0,0,40,<=50K
10,Married-civ-spouse,Husband,0,0,40,>50K
9,Never-married,Not-in-family,0,0,36,<=50K
14,Married-civ-spouse,Husband,0,0,50,>50K
9,Divorced,Not-in-family,0,0,40,<=50K
13,Married-civ-spouse,Wife,0,0,60,>50K
12,Never-married,Own-child,0,0,35,<=50K
9,Never-married,Own-child,4416,0,40,<=50K
9,Married-civ-spouse,Wife,0,0,40,>50K
14,Married-civ-spouse,Husband,0,0,45,>50K
10,Divorced,Not-in-family,0,0,40,<=50K
13,Married-civ-spouse,Husband,0,0,60,>50K
9,Never-married,Not-in-family,0,0,40,<=50K
9,Divorced,Unmarried,0,0,40,<=50K
14,Married-civ-spouse,Husband,0,0,60,>50K
7,Married-civ-spouse,Husband,0,0,45,<=50K
10,Never-married,Own-child,0,0,8,<=50K
10,Widowed,Unmarried,0,0,50,<=50K
13,Married-civ-spouse,Husband,0,0,40,>50K
9,Never-married,Not-in-family,0,0,40,<=50K
13,Divorced,Unmarried,0,0,25,<=50K
13,Married-civ-spouse,Husband,0,0,40,>50K
10,Never-married,Not-in-family,0,0,45,<=50K
9,Never-married,Not-in-family,0,0,37,<=50K
9,Married-civ-spouse,Husband,0,0,40,>50K
5,Married-civ-spouse,Wife,0,0,40,<=50K
14,Never-married,Own-child,0,0,40,<=50K
10,Married-civ-spouse,Husband,0,0,40,<=50K
10,Divorced,Not-in-family,0,0,48,<=50K
9,Married-civ-spouse,Husband,0,0,40,>50K
5,Married-civ-spouse,Husband,0,0,50,<=50K
9,Never-married,Not-in-family,0,0,45,<=50K
9,Divorced,Not-in-family,0,0,25,<=50K
9,Married-civ-spouse,Husband,0,0,40,<=50K
9,Married-civ-spouse,Husband,0,0,60,<=50K
10,Married-civ-spouse,Husband,0,0,40,<=50K
13,Divorced,Unmarried,0,0,40,<=50K
9,Married-civ-spouse,Husband,0,0,50,>50K
14,Widowed,Unmarried,0,0,40,<=50K
9,Married-civ-spouse,Husband,0,0,52,>50K
12,Married-civ-spouse,Husband,0,0,50,>50K
7,Never-married,Own-child,0,0,40,<=50K
11,Separated,Unmarried,6723,0,25,<=50K
9,Never-married,Not-in-family,0,0,40,<=50K
4,Married-civ-spouse,Wife,0,0,40,<=50K
9,Never-married,Own-child,0,0,25,<=50K
10,Married-civ-spouse,Husband,0,0,40,<=50K
10,Divorced,Unmarried,0,0,45,<=50K
10,Married-civ-spouse,Husband,0,0,45,>50K
6,Married-civ-spouse,Husband,0,0,40,<=50K
10,Never-married,Not-in-family,0,0,42,<=50K
14,Divorced,Not-in-family,0,0,24,<=50K
9,Married-civ-spouse,Husband,0,0,50,>50K
13,Never-married,Not-in-family,0,0,50,<=50K
9,Married-civ-spouse,Husband,7298,0,50,>50K
9,Married-civ-spouse,Husband,0,0,40,>50K
10,Divorced,Unmarried,0,0,40,<=50K
9,Married-civ-spouse,Wife,3464,0,20,<=50K
6,Separated,Unmarried,0,0,43,<=50K
9,Never-married,Not-in-family,0,0,40,<=50K
16,Married-civ-spouse,Husband,0,0,60,<=50K
9,Never-married,Own-child,0,0,35,<=50K
9,Married-civ-spouse,Husband,0,0,40,<=50K
9,Divorced,Not-in-family,0,0,40,<=50K
11,Widowed,Not-in-family,0,0,14,<=50K
13,Never-married,Own-child,0,0,60,<=50K
14,Divorced,Not-in-family,2009,0,40,<=50K
13,Married-civ-spouse,Husband,0,0,40,>50K
11,Never-married,Not-in-family,0,0,55,>50K
10,Married-civ-spouse,Husband,0,0,42,<=50K
9,Married-civ-spouse,Husband,0,0,55,>50K
9,Separated,Not-in-family,0,2001,40,<=50K
15,Divorced,Unmarried,0,0,40,<=50K
7,Never-married,Own-child,0,0,20,<=50K
3,Married-civ-spouse,Husband,0,0,40,<=50K
8,Divorced,Own-child,0,0,40,<=50K
4,Never-married,Own-child,0,0,40,<=50K
5,Married-civ-spouse,Husband,0,0,48,<=50K
13,Married-civ-spouse,Husband,10605,0,40,>50K
13,Never-married,Not-in-family,14084,0,50,>50K
9,Divorced,Not-in-family,0,0,40,<=50K
15,Married-civ-spouse,Husband,0,0,50,>50K
10,Never-married,Unmarried,0,0,49,<=50K
9,Never-married,Not-in-family,0,0,40,<=50K
10,Married-spouse-absent,Unmarried,0,0,27,<=50K
10,Married-civ-spouse,Husband,0,0,40,<=50K
10,Married-civ-spouse,Husband,0,0,65,>50K
9,Married-civ-spouse,Husband,0,0,60,<=50K
15,Never-married,Own-child,0,0,40,<=50K
10,Divorced,Not-in-family,14084,0,44,>50K
9,Married-civ-spouse,Husband,0,0,40,>50K
13,Never-married,Not-in-family,0,0,72,>50K
13,Married-civ-spouse,Wife,0,0,25,>50K
10,Never-married,Own-child,0,0,30,<=50K
9,Married-civ-spouse,Husband,3103,0,40,>50K
10,Never-married,Unmarried,0,0,40,<=50K
9,Never-married,Not-in-family,0,0,25,<=50K
14,Divorced,Not-in-family,0,0,35,<=50K
9,Married-civ-spouse,Husband,0,0,50,<=50K
13,Never-married,Own-child,0,0,20,<=50K
9,Divorced,Not-in-family,0,1876,40,<=50K
10,Married-civ-spouse,Husband,0,0,40,<=50K
13,Never-married,Not-in-family,0,0,40,<=50K
16,Married-civ-spouse,Wife,15024,0,32,>50K
11,Never-married,Unmarried,0,0,5,<=50K
11,Never-married,Not-in-family,0,0,45,<=50K
9,Divorced,Unmarried,0,1617,40,<=50K
9,Never-married,Not-in-family,0,0,38,<=50K
10,Never-married,Own-child,2176,0,20,<=50K
9,Widowed,Not-in-family,0,4356,18,<=50K
13,Married-civ-spouse,Husband,0,0,60,>50K
10,Never-married,Not-in-family,0,0,40,<=50K
11,Separated,Unmarried,0,0,32,<=50K
13,Married-civ-spouse,Husband,0,0,40,>50K
13,Married-civ-spouse,Husband,0,0,40,>50K
9,Married-civ-spouse,Own-child,3411,0,40,<=50K
9,Married-civ-spouse,Husband,0,0,56,<=50K
11,Divorced,Unmarried,0,0,40,<=50K
7,Married-civ-spouse,Husband,0,0,45,<=50K
13,Never-married,Not-in-family,0,0,40,<=50K
9,Divorced,Unmarried,0,0,81,<=50K
11,Married-spouse-absent,Not-in-family,0,0,40,<=50K
7,Never-married,Not-in-family,0,0,50,<=50K
10,Divorced,Not-in-family,0,0,40,<=50K
9,Never-married,Not-in-family,0,0,40,<=50K
6,Never-married,Own-child,0,0,30,<=50K
9,Married-civ-spouse,Husband,0,0,70,>50K
14,Married-civ-spouse,Husband,0,0,40,>50K
9,Married-civ-spouse,Husband,0,0,40,<=50K
7,Married-civ-spouse,Husband,0,0,50,<=50K
10,Married-civ-spouse,Husband,0,0,40,<=50K
9,Never-married,Not-in-family,0,0,40,<=50K
14,Married-civ-spouse,Other-relative,7688,0,38,>50K
9,Married-civ-spouse,Husband,0,0,40,<=50K
14,Married-civ-spouse,Wife,0,1902,38,>50K
9,Divorced,Unmarried,0,0,28,<=50K
11,Separated,Not-in-family,0,0,48,<=50K
13,Never-married,Not-in-family,0,0,40,<=50K
7,Never-married,Own-child,0,0,15,<=50K
3,Married-civ-spouse,Husband,0,0,40,<=50K
11,Married-civ-spouse,Wife,0,0,48,>50K
13,Never-married,Own-child,0,0,40,<=50K
12,Never-married,Not-in-family,0,0,20,<=50K
6,Never-married,Other-relative,0,0,45,<=50K
9,Married-civ-spouse,Husband,0,0,40,>50K
9,Never-married,Unmarried,0,0,8,<=50K
13,Married-civ-spouse,Husband,0,0,40,>50K
13,Divorced,Unmarried,0,625,40,<=50K
9,Married-civ-spouse,Husband,0,1485,45,>50K
13,Married-civ-spouse,Husband,0,0,48,>50K
9,Married-civ-spouse,Husband,0,0,35,<=50K
9,Never-married,Not-in-family,0,0,35,<=50K
9,Married-civ-spouse,Husband,0,0,40,<=50K
12,Married-civ-spouse,Husband,0,0,40,<=50K
9,Never-married,Own-child,0,0,28,<=50K
11,Married-civ-spouse,Husband,0,0,40,>50K
14,Widowed,Not-in-family,0,0,15,<=50K
11,Married-civ-spouse,Husband,0,0,50,<=50K
10,Never-married,Own-child,0,0,12,<=50K
9,Divorced,Not-in-family,0,0,40,<=50K
9,Divorced,Not-in-family,0,0,70,<=50K
13,Never-married,Not-in-family,0,0,45,<=50K
9,Widowed,Not-in-family,2202,0,35,<=50K
11,Never-married,Unmarried,0,0,40,<=50K
10,Married-civ-spouse,Husband,0,0,40,<=50K
6,Married-civ-spouse,Husband,0,0,35,<=50K
9,Never-married,Not-in-family,0,0,30,<=50K
6,Married-civ-spouse,Husband,7688,0,50,>50K
15,Married-civ-spouse,Husband,0,0,30,>50K
13,Separated,Unmarried,0,0,40,>50K
10,Never-married,Unmarried,0,0,40,<=50K
13,Married-civ-spouse,Husband,7688,0,50,>50K
9,Divorced,Not-in-family,0,1408,38,<=50K
10,Married-civ-spouse,Husband,0,0,50,<=50K
14,Divorced,Not-in-family,14084,0,40,>50K
14,Married-civ-spouse,Husband,0,0,45,>50K
7,Widowed,Not-in-family,0,0,40,<=50K
10,Divorced,Unmarried,0,0,40,<=50K
11,Never-married,Not-in-family,0,0,40,<=50K
10,Married-civ-spouse,Husband,0,0,40,<=50K
13,Married-civ-spouse,Husband,99999,0,40,>50K
9,Married-civ-spouse,Husband,0,0,50,<=50K
11,Divorced,Unmarried,0,0,40,<=50K
9,Married-civ-spouse,Wife,15024,0,15,>50K
14,Married-civ-spouse,Husband,0,0,40,<=50K
7,Married-civ-spouse,Husband,0,0,35,<=50K
9,Never-married,Not-in-family,0,1408,40,<=50K
9,Married-civ-spouse,Husband,0,1740,43,<=50K
15,Married-civ-spouse,Husband,0,0,50,>50K
10,Married-civ-spouse,Husband,0,0,6,>50K
10,Never-married,Not-in-family,0,0,50,<=50K
9,Married-civ-spouse,Husband,0,1902,55,>50K
14,Married-civ-spouse,Husband,0,0,35,>50K
9,Never-married,Not-in-family,0,0,32,<=50K
10,Separated,Not-in-family,0,0,20,<=50K
13,Married-civ-spouse,Husband,0,0,48,<=50K
10,Never-married,Own-child,0,0,15,<=50K
10,Married-civ-spouse,Wife,0,0,37,<=50K
10,Never-married,Own-child,0,0,28,<=50K
13,Married-civ-spouse,Husband,0,0,40,<=50K
14,Never-married,Not-in-family,0,0,55,>50K
9,Married-civ-spouse,Husband,0,0,40,<=50K
10,Widowed,Unmarried,0,0,40,<=50K
9,Never-married,Own-child,0,0,30,<=50K
5,Never-married,Own-child,0,0,40,<=50K
10,Never-married,Not-in-family,0,0,45,<=50K
9,Divorced,Not-in-family,0,0,40,<=50K
6,Married-civ-spouse,Wife,0,0,35,<=50K
16,Married-civ-spouse,Husband,0,0,50,>50K
13,Married-civ-spouse,Husband,0,0,40,>50K
9,Married-spouse-absent,Unmarried,2346,0,40,<=50K
9,Divorced,Own-child,0,0,40,<=50K
9,Widowed,Unmarried,0,0,38,<=50K
11,Widowed,Not-in-family,0,0,30,<=50K
10,Married-civ-spouse,Husband,15024,0,40,>50K
9,Married-civ-spouse,Husband,0,0,50,<=50K
11,Married-civ-spouse,Husband,0,0,48,>50K
10,Married-civ-spouse,Husband,0,1485,44,>50K
10,Never-married,Own-child,0,0,40,<=50K
13,Married-civ-spouse,Husband,0,0,40,>50K
9,Married-civ-spouse,Husband,0,0,60,>50K
9,Never-married,Own-child,0,1721,40,<=50K
13,Never-married,Other-relative,0,0,25,<=50K
13,Divorced,Not-in-family,0,0,7,<=50K
9,Married-civ-spouse,Husband,0,0,50,>50K
11,Divorced,Own-child,0,0,40,<=50K
12,Married-civ-spouse,Husband,0,0,60,<=50K
